,0,1,2,3,4,5,6,7,8,9,10,11
694,t,h,e,t,a,,,,,,,
695,i,n,t,e,r,c,e,p,t,,,
696,c,o,e,f,f,i,c,i,e,n,t,s
697,a,c,c,u,r,a,c,y,,,,
698,a,u,r,o,c,,,,,,,
699,a,u,p,r,,,,,,,,
700,s,y,s,t,e,m,,,,,,
701,l,1,,,,,,,,,,
702,l,2,,,,,,,,,,
703,f,e,a,t,u,r,e,s,,,,
704,t,h,e,t,a,,,,,,,
705,i,n,t,e,r,c,e,p,t,,,
706,c,o,e,f,f,i,c,i,e,n,t,s
707,a,c,c,u,r,a,c,y,,,,
708,a,u,r,o,c,,,,,,,
709,a,u,p,r,,,,,,,,
710,s,y,s,t,e,m,,,,,,
711,l,1,,,,,,,,,,
712,l,2,,,,,,,,,,
713,f,e,a,t,u,r,e,s,,,,
714,t,h,e,t,a,,,,,,,
715,i,n,t,e,r,c,e,p,t,,,
716,c,o,e,f,f,i,c,i,e,n,t,s
717,a,c,c,u,r,a,c,y,,,,
718,a,u,r,o,c,,,,,,,
719,a,u,p,r,,,,,,,,
720,s,y,s,t,e,m,,,,,,
721,l,1,,,,,,,,,,
722,l,2,,,,,,,,,,
723,f,e,a,t,u,r,e,s,,,,
724,t,h,e,t,a,,,,,,,
725,i,n,t,e,r,c,e,p,t,,,
726,c,o,e,f,f,i,c,i,e,n,t,s
727,a,c,c,u,r,a,c,y,,,,
728,a,u,r,o,c,,,,,,,
729,a,u,p,r,,,,,,,,
730,s,y,s,t,e,m,,,,,,
731,l,1,,,,,,,,,,
732,l,2,,,,,,,,,,
733,f,e,a,t,u,r,e,s,,,,
734,t,h,e,t,a,,,,,,,
735,i,n,t,e,r,c,e,p,t,,,
736,c,o,e,f,f,i,c,i,e,n,t,s
737,a,c,c,u,r,a,c,y,,,,
738,a,u,r,o,c,,,,,,,
739,a,u,p,r,,,,,,,,
740,s,y,s,t,e,m,,,,,,
741,l,1,,,,,,,,,,
742,l,2,,,,,,,,,,
743,f,e,a,t,u,r,e,s,,,,
744,t,h,e,t,a,,,,,,,
745,i,n,t,e,r,c,e,p,t,,,
746,c,o,e,f,f,i,c,i,e,n,t,s
747,a,c,c,u,r,a,c,y,,,,
748,a,u,r,o,c,,,,,,,
749,a,u,p,r,,,,,,,,
750,s,y,s,t,e,m,,,,,,
751,l,1,,,,,,,,,,
752,l,2,,,,,,,,,,
753,f,e,a,t,u,r,e,s,,,,
754,t,h,e,t,a,,,,,,,
755,i,n,t,e,r,c,e,p,t,,,
756,c,o,e,f,f,i,c,i,e,n,t,s
757,a,c,c,u,r,a,c,y,,,,
758,a,u,r,o,c,,,,,,,
759,a,u,p,r,,,,,,,,
760,s,y,s,t,e,m,,,,,,
761,l,1,,,,,,,,,,
762,l,2,,,,,,,,,,
763,f,e,a,t,u,r,e,s,,,,
764,t,h,e,t,a,,,,,,,
765,i,n,t,e,r,c,e,p,t,,,
766,c,o,e,f,f,i,c,i,e,n,t,s
767,a,c,c,u,r,a,c,y,,,,
768,a,u,r,o,c,,,,,,,
769,a,u,p,r,,,,,,,,
770,s,y,s,t,e,m,,,,,,
771,l,1,,,,,,,,,,
772,l,2,,,,,,,,,,
773,f,e,a,t,u,r,e,s,,,,
774,t,h,e,t,a,,,,,,,
775,i,n,t,e,r,c,e,p,t,,,
776,c,o,e,f,f,i,c,i,e,n,t,s
777,a,c,c,u,r,a,c,y,,,,
778,a,u,r,o,c,,,,,,,
779,a,u,p,r,,,,,,,,
780,s,y,s,t,e,m,,,,,,
781,l,1,,,,,,,,,,
782,l,2,,,,,,,,,,
783,f,e,a,t,u,r,e,s,,,,
784,t,h,e,t,a,,,,,,,
785,i,n,t,e,r,c,e,p,t,,,
786,c,o,e,f,f,i,c,i,e,n,t,s
787,a,c,c,u,r,a,c,y,,,,
788,a,u,r,o,c,,,,,,,
789,a,u,p,r,,,,,,,,
790,s,y,s,t,e,m,,,,,,
791,l,1,,,,,,,,,,
792,l,2,,,,,,,,,,
793,f,e,a,t,u,r,e,s,,,,
794,t,h,e,t,a,,,,,,,
795,i,n,t,e,r,c,e,p,t,,,
796,c,o,e,f,f,i,c,i,e,n,t,s
797,a,c,c,u,r,a,c,y,,,,
798,a,u,r,o,c,,,,,,,
799,a,u,p,r,,,,,,,,
800,s,y,s,t,e,m,,,,,,
801,l,1,,,,,,,,,,
802,l,2,,,,,,,,,,
803,f,e,a,t,u,r,e,s,,,,
804,t,h,e,t,a,,,,,,,
805,i,n,t,e,r,c,e,p,t,,,
806,c,o,e,f,f,i,c,i,e,n,t,s
807,a,c,c,u,r,a,c,y,,,,
808,a,u,r,o,c,,,,,,,
809,a,u,p,r,,,,,,,,
810,s,y,s,t,e,m,,,,,,
811,l,1,,,,,,,,,,
812,l,2,,,,,,,,,,
813,f,e,a,t,u,r,e,s,,,,
814,t,h,e,t,a,,,,,,,
815,i,n,t,e,r,c,e,p,t,,,
816,c,o,e,f,f,i,c,i,e,n,t,s
817,a,c,c,u,r,a,c,y,,,,
818,a,u,r,o,c,,,,,,,
819,a,u,p,r,,,,,,,,
820,s,y,s,t,e,m,,,,,,
821,l,1,,,,,,,,,,
822,l,2,,,,,,,,,,
823,f,e,a,t,u,r,e,s,,,,
824,t,h,e,t,a,,,,,,,
825,i,n,t,e,r,c,e,p,t,,,
826,c,o,e,f,f,i,c,i,e,n,t,s
827,a,c,c,u,r,a,c,y,,,,
828,a,u,r,o,c,,,,,,,
829,a,u,p,r,,,,,,,,
830,s,y,s,t,e,m,,,,,,
831,l,1,,,,,,,,,,
832,l,2,,,,,,,,,,
833,f,e,a,t,u,r,e,s,,,,
834,t,h,e,t,a,,,,,,,
835,i,n,t,e,r,c,e,p,t,,,
836,c,o,e,f,f,i,c,i,e,n,t,s
837,a,c,c,u,r,a,c,y,,,,
838,a,u,r,o,c,,,,,,,
839,a,u,p,r,,,,,,,,
840,s,y,s,t,e,m,,,,,,
841,l,1,,,,,,,,,,
842,l,2,,,,,,,,,,
843,f,e,a,t,u,r,e,s,,,,
844,t,h,e,t,a,,,,,,,
845,i,n,t,e,r,c,e,p,t,,,
846,c,o,e,f,f,i,c,i,e,n,t,s
847,a,c,c,u,r,a,c,y,,,,
848,a,u,r,o,c,,,,,,,
849,a,u,p,r,,,,,,,,
850,s,y,s,t,e,m,,,,,,
851,l,1,,,,,,,,,,
852,l,2,,,,,,,,,,
853,f,e,a,t,u,r,e,s,,,,
854,t,h,e,t,a,,,,,,,
855,i,n,t,e,r,c,e,p,t,,,
856,c,o,e,f,f,i,c,i,e,n,t,s
857,a,c,c,u,r,a,c,y,,,,
858,a,u,r,o,c,,,,,,,
859,a,u,p,r,,,,,,,,
860,s,y,s,t,e,m,,,,,,
861,l,1,,,,,,,,,,
862,l,2,,,,,,,,,,
863,f,e,a,t,u,r,e,s,,,,
864,t,h,e,t,a,,,,,,,
865,i,n,t,e,r,c,e,p,t,,,
866,c,o,e,f,f,i,c,i,e,n,t,s
867,a,c,c,u,r,a,c,y,,,,
868,a,u,r,o,c,,,,,,,
869,a,u,p,r,,,,,,,,
870,s,y,s,t,e,m,,,,,,
871,l,1,,,,,,,,,,
872,l,2,,,,,,,,,,
873,f,e,a,t,u,r,e,s,,,,
874,t,h,e,t,a,,,,,,,
875,i,n,t,e,r,c,e,p,t,,,
876,c,o,e,f,f,i,c,i,e,n,t,s
877,a,c,c,u,r,a,c,y,,,,
878,a,u,r,o,c,,,,,,,
879,a,u,p,r,,,,,,,,
880,s,y,s,t,e,m,,,,,,
881,l,1,,,,,,,,,,
882,l,2,,,,,,,,,,
883,f,e,a,t,u,r,e,s,,,,
884,t,h,e,t,a,,,,,,,
885,i,n,t,e,r,c,e,p,t,,,
886,c,o,e,f,f,i,c,i,e,n,t,s
887,a,c,c,u,r,a,c,y,,,,
888,a,u,r,o,c,,,,,,,
889,a,u,p,r,,,,,,,,
890,s,y,s,t,e,m,,,,,,
891,l,1,,,,,,,,,,
892,l,2,,,,,,,,,,
893,f,e,a,t,u,r,e,s,,,,
894,t,h,e,t,a,,,,,,,
895,i,n,t,e,r,c,e,p,t,,,
896,c,o,e,f,f,i,c,i,e,n,t,s
897,a,c,c,u,r,a,c,y,,,,
898,a,u,r,o,c,,,,,,,
899,a,u,p,r,,,,,,,,
900,s,y,s,t,e,m,,,,,,
901,l,1,,,,,,,,,,
902,l,2,,,,,,,,,,
903,f,e,a,t,u,r,e,s,,,,
904,t,h,e,t,a,,,,,,,
905,i,n,t,e,r,c,e,p,t,,,
906,c,o,e,f,f,i,c,i,e,n,t,s
907,a,c,c,u,r,a,c,y,,,,
908,a,u,r,o,c,,,,,,,
909,a,u,p,r,,,,,,,,
910,s,y,s,t,e,m,,,,,,
911,l,1,,,,,,,,,,
912,l,2,,,,,,,,,,
913,f,e,a,t,u,r,e,s,,,,
914,t,h,e,t,a,,,,,,,
915,i,n,t,e,r,c,e,p,t,,,
916,c,o,e,f,f,i,c,i,e,n,t,s
917,a,c,c,u,r,a,c,y,,,,
918,a,u,r,o,c,,,,,,,
919,a,u,p,r,,,,,,,,
920,s,y,s,t,e,m,,,,,,
921,l,1,,,,,,,,,,
922,l,2,,,,,,,,,,
923,f,e,a,t,u,r,e,s,,,,
924,t,h,e,t,a,,,,,,,
925,i,n,t,e,r,c,e,p,t,,,
926,c,o,e,f,f,i,c,i,e,n,t,s
927,a,c,c,u,r,a,c,y,,,,
928,a,u,r,o,c,,,,,,,
929,a,u,p,r,,,,,,,,
930,s,y,s,t,e,m,,,,,,
931,l,1,,,,,,,,,,
932,l,2,,,,,,,,,,
933,f,e,a,t,u,r,e,s,,,,
934,t,h,e,t,a,,,,,,,
935,i,n,t,e,r,c,e,p,t,,,
936,c,o,e,f,f,i,c,i,e,n,t,s
937,a,c,c,u,r,a,c,y,,,,
938,a,u,r,o,c,,,,,,,
939,a,u,p,r,,,,,,,,
940,s,y,s,t,e,m,,,,,,
941,l,1,,,,,,,,,,
942,l,2,,,,,,,,,,
943,f,e,a,t,u,r,e,s,,,,
944,t,h,e,t,a,,,,,,,
945,i,n,t,e,r,c,e,p,t,,,
946,c,o,e,f,f,i,c,i,e,n,t,s
947,a,c,c,u,r,a,c,y,,,,
948,a,u,r,o,c,,,,,,,
949,a,u,p,r,,,,,,,,
950,s,y,s,t,e,m,,,,,,
951,l,1,,,,,,,,,,
952,l,2,,,,,,,,,,
953,f,e,a,t,u,r,e,s,,,,
954,t,h,e,t,a,,,,,,,
955,i,n,t,e,r,c,e,p,t,,,
956,c,o,e,f,f,i,c,i,e,n,t,s
957,a,c,c,u,r,a,c,y,,,,
958,a,u,r,o,c,,,,,,,
959,a,u,p,r,,,,,,,,
960,s,y,s,t,e,m,,,,,,
961,l,1,,,,,,,,,,
962,l,2,,,,,,,,,,
963,f,e,a,t,u,r,e,s,,,,
964,t,h,e,t,a,,,,,,,
965,i,n,t,e,r,c,e,p,t,,,
966,c,o,e,f,f,i,c,i,e,n,t,s
967,a,c,c,u,r,a,c,y,,,,
968,a,u,r,o,c,,,,,,,
969,a,u,p,r,,,,,,,,
970,s,y,s,t,e,m,,,,,,
971,l,1,,,,,,,,,,
972,l,2,,,,,,,,,,
973,f,e,a,t,u,r,e,s,,,,
974,t,h,e,t,a,,,,,,,
975,i,n,t,e,r,c,e,p,t,,,
976,c,o,e,f,f,i,c,i,e,n,t,s
977,a,c,c,u,r,a,c,y,,,,
978,a,u,r,o,c,,,,,,,
979,a,u,p,r,,,,,,,,
980,s,y,s,t,e,m,,,,,,
981,l,1,,,,,,,,,,
982,l,2,,,,,,,,,,
983,f,e,a,t,u,r,e,s,,,,
984,t,h,e,t,a,,,,,,,
985,i,n,t,e,r,c,e,p,t,,,
986,c,o,e,f,f,i,c,i,e,n,t,s
987,a,c,c,u,r,a,c,y,,,,
988,a,u,r,o,c,,,,,,,
989,a,u,p,r,,,,,,,,
990,s,y,s,t,e,m,,,,,,
991,l,1,,,,,,,,,,
992,l,2,,,,,,,,,,
993,f,e,a,t,u,r,e,s,,,,
994,t,h,e,t,a,,,,,,,
995,i,n,t,e,r,c,e,p,t,,,
996,c,o,e,f,f,i,c,i,e,n,t,s
997,a,c,c,u,r,a,c,y,,,,
998,a,u,r,o,c,,,,,,,
999,a,u,p,r,,,,,,,,
1000,s,y,s,t,e,m,,,,,,
1001,l,1,,,,,,,,,,
1002,l,2,,,,,,,,,,
1003,f,e,a,t,u,r,e,s,,,,
1004,t,h,e,t,a,,,,,,,
1005,i,n,t,e,r,c,e,p,t,,,
1006,c,o,e,f,f,i,c,i,e,n,t,s
1007,a,c,c,u,r,a,c,y,,,,
1008,a,u,r,o,c,,,,,,,
1009,a,u,p,r,,,,,,,,
1010,s,y,s,t,e,m,,,,,,
1011,l,1,,,,,,,,,,
1012,l,2,,,,,,,,,,
1013,f,e,a,t,u,r,e,s,,,,
1014,t,h,e,t,a,,,,,,,
1015,i,n,t,e,r,c,e,p,t,,,
1016,c,o,e,f,f,i,c,i,e,n,t,s
1017,a,c,c,u,r,a,c,y,,,,
1018,a,u,r,o,c,,,,,,,
1019,a,u,p,r,,,,,,,,
1020,s,y,s,t,e,m,,,,,,
1021,l,1,,,,,,,,,,
1022,l,2,,,,,,,,,,
1023,f,e,a,t,u,r,e,s,,,,
1024,t,h,e,t,a,,,,,,,
1025,i,n,t,e,r,c,e,p,t,,,
1026,c,o,e,f,f,i,c,i,e,n,t,s
1027,a,c,c,u,r,a,c,y,,,,
1028,a,u,r,o,c,,,,,,,
1029,a,u,p,r,,,,,,,,
1030,s,y,s,t,e,m,,,,,,
1031,l,1,,,,,,,,,,
1032,l,2,,,,,,,,,,
1033,f,e,a,t,u,r,e,s,,,,
1034,t,h,e,t,a,,,,,,,
1035,i,n,t,e,r,c,e,p,t,,,
1036,c,o,e,f,f,i,c,i,e,n,t,s
1037,a,c,c,u,r,a,c,y,,,,
1038,a,u,r,o,c,,,,,,,
1039,a,u,p,r,,,,,,,,
1040,s,y,s,t,e,m,,,,,,
1041,l,1,,,,,,,,,,
1042,l,2,,,,,,,,,,
1043,f,e,a,t,u,r,e,s,,,,
1044,t,h,e,t,a,,,,,,,
1045,i,n,t,e,r,c,e,p,t,,,
1046,c,o,e,f,f,i,c,i,e,n,t,s
1047,a,c,c,u,r,a,c,y,,,,
1048,a,u,r,o,c,,,,,,,
1049,a,u,p,r,,,,,,,,
1050,s,y,s,t,e,m,,,,,,
1051,l,1,,,,,,,,,,
1052,l,2,,,,,,,,,,
1053,f,e,a,t,u,r,e,s,,,,
1054,t,h,e,t,a,,,,,,,
1055,i,n,t,e,r,c,e,p,t,,,
1056,c,o,e,f,f,i,c,i,e,n,t,s
1057,a,c,c,u,r,a,c,y,,,,
1058,a,u,r,o,c,,,,,,,
1059,a,u,p,r,,,,,,,,
1060,s,y,s,t,e,m,,,,,,
1061,l,1,,,,,,,,,,
1062,l,2,,,,,,,,,,
1063,f,e,a,t,u,r,e,s,,,,
1064,t,h,e,t,a,,,,,,,
1065,i,n,t,e,r,c,e,p,t,,,
1066,c,o,e,f,f,i,c,i,e,n,t,s
1067,a,c,c,u,r,a,c,y,,,,
1068,a,u,r,o,c,,,,,,,
1069,a,u,p,r,,,,,,,,
1070,s,y,s,t,e,m,,,,,,
1071,l,1,,,,,,,,,,
1072,l,2,,,,,,,,,,
1073,f,e,a,t,u,r,e,s,,,,
1074,t,h,e,t,a,,,,,,,
1075,i,n,t,e,r,c,e,p,t,,,
1076,c,o,e,f,f,i,c,i,e,n,t,s
1077,a,c,c,u,r,a,c,y,,,,
1078,a,u,r,o,c,,,,,,,
1079,a,u,p,r,,,,,,,,
1080,s,y,s,t,e,m,,,,,,
1081,l,1,,,,,,,,,,
1082,l,2,,,,,,,,,,
1083,f,e,a,t,u,r,e,s,,,,
1084,t,h,e,t,a,,,,,,,
1085,i,n,t,e,r,c,e,p,t,,,
1086,c,o,e,f,f,i,c,i,e,n,t,s
1087,a,c,c,u,r,a,c,y,,,,
1088,a,u,r,o,c,,,,,,,
1089,a,u,p,r,,,,,,,,
1090,s,y,s,t,e,m,,,,,,
1091,l,1,,,,,,,,,,
1092,l,2,,,,,,,,,,
1093,f,e,a,t,u,r,e,s,,,,
1094,t,h,e,t,a,,,,,,,
1095,i,n,t,e,r,c,e,p,t,,,
1096,c,o,e,f,f,i,c,i,e,n,t,s
1097,a,c,c,u,r,a,c,y,,,,
1098,a,u,r,o,c,,,,,,,
1099,a,u,p,r,,,,,,,,
1100,s,y,s,t,e,m,,,,,,
1101,l,1,,,,,,,,,,
1102,l,2,,,,,,,,,,
1103,f,e,a,t,u,r,e,s,,,,
1104,t,h,e,t,a,,,,,,,
1105,i,n,t,e,r,c,e,p,t,,,
1106,c,o,e,f,f,i,c,i,e,n,t,s
1107,a,c,c,u,r,a,c,y,,,,
1108,a,u,r,o,c,,,,,,,
1109,a,u,p,r,,,,,,,,
1110,s,y,s,t,e,m,,,,,,
1111,l,1,,,,,,,,,,
1112,l,2,,,,,,,,,,
1113,f,e,a,t,u,r,e,s,,,,
1114,t,h,e,t,a,,,,,,,
1115,i,n,t,e,r,c,e,p,t,,,
1116,c,o,e,f,f,i,c,i,e,n,t,s
1117,a,c,c,u,r,a,c,y,,,,
1118,a,u,r,o,c,,,,,,,
1119,a,u,p,r,,,,,,,,
1120,s,y,s,t,e,m,,,,,,
1121,l,1,,,,,,,,,,
1122,l,2,,,,,,,,,,
1123,f,e,a,t,u,r,e,s,,,,
1124,t,h,e,t,a,,,,,,,
1125,i,n,t,e,r,c,e,p,t,,,
1126,c,o,e,f,f,i,c,i,e,n,t,s
1127,a,c,c,u,r,a,c,y,,,,
1128,a,u,r,o,c,,,,,,,
1129,a,u,p,r,,,,,,,,
1130,s,y,s,t,e,m,,,,,,
1131,l,1,,,,,,,,,,
1132,l,2,,,,,,,,,,
1133,f,e,a,t,u,r,e,s,,,,
1134,t,h,e,t,a,,,,,,,
1135,i,n,t,e,r,c,e,p,t,,,
1136,c,o,e,f,f,i,c,i,e,n,t,s
1137,a,c,c,u,r,a,c,y,,,,
1138,a,u,r,o,c,,,,,,,
1139,a,u,p,r,,,,,,,,
1140,s,y,s,t,e,m,,,,,,
1141,l,1,,,,,,,,,,
1142,l,2,,,,,,,,,,
1143,f,e,a,t,u,r,e,s,,,,
1144,t,h,e,t,a,,,,,,,
1145,i,n,t,e,r,c,e,p,t,,,
1146,c,o,e,f,f,i,c,i,e,n,t,s
1147,a,c,c,u,r,a,c,y,,,,
1148,a,u,r,o,c,,,,,,,
1149,a,u,p,r,,,,,,,,
1150,s,y,s,t,e,m,,,,,,
1151,l,1,,,,,,,,,,
1152,l,2,,,,,,,,,,
1153,f,e,a,t,u,r,e,s,,,,
1154,t,h,e,t,a,,,,,,,
1155,i,n,t,e,r,c,e,p,t,,,
1156,c,o,e,f,f,i,c,i,e,n,t,s
1157,a,c,c,u,r,a,c,y,,,,
1158,a,u,r,o,c,,,,,,,
1159,a,u,p,r,,,,,,,,
1160,s,y,s,t,e,m,,,,,,
1161,l,1,,,,,,,,,,
1162,l,2,,,,,,,,,,
1163,f,e,a,t,u,r,e,s,,,,
1164,t,h,e,t,a,,,,,,,
1165,i,n,t,e,r,c,e,p,t,,,
1166,c,o,e,f,f,i,c,i,e,n,t,s
1167,a,c,c,u,r,a,c,y,,,,
1168,a,u,r,o,c,,,,,,,
1169,a,u,p,r,,,,,,,,
1170,s,y,s,t,e,m,,,,,,
1171,l,1,,,,,,,,,,
1172,l,2,,,,,,,,,,
1173,f,e,a,t,u,r,e,s,,,,
1174,t,h,e,t,a,,,,,,,
1175,i,n,t,e,r,c,e,p,t,,,
1176,c,o,e,f,f,i,c,i,e,n,t,s
1177,a,c,c,u,r,a,c,y,,,,
1178,a,u,r,o,c,,,,,,,
1179,a,u,p,r,,,,,,,,
1180,s,y,s,t,e,m,,,,,,
1181,l,1,,,,,,,,,,
1182,l,2,,,,,,,,,,
1183,f,e,a,t,u,r,e,s,,,,
1184,t,h,e,t,a,,,,,,,
1185,i,n,t,e,r,c,e,p,t,,,
1186,c,o,e,f,f,i,c,i,e,n,t,s
1187,a,c,c,u,r,a,c,y,,,,
1188,a,u,r,o,c,,,,,,,
1189,a,u,p,r,,,,,,,,
1190,s,y,s,t,e,m,,,,,,
1191,l,1,,,,,,,,,,
1192,l,2,,,,,,,,,,
1193,f,e,a,t,u,r,e,s,,,,
1194,t,h,e,t,a,,,,,,,
1195,i,n,t,e,r,c,e,p,t,,,
1196,c,o,e,f,f,i,c,i,e,n,t,s
1197,a,c,c,u,r,a,c,y,,,,
1198,a,u,r,o,c,,,,,,,
1199,a,u,p,r,,,,,,,,
1200,s,y,s,t,e,m,,,,,,
1201,l,1,,,,,,,,,,
1202,l,2,,,,,,,,,,
1203,f,e,a,t,u,r,e,s,,,,
1204,t,h,e,t,a,,,,,,,
1205,i,n,t,e,r,c,e,p,t,,,
1206,c,o,e,f,f,i,c,i,e,n,t,s
1207,a,c,c,u,r,a,c,y,,,,
1208,a,u,r,o,c,,,,,,,
1209,a,u,p,r,,,,,,,,
1210,s,y,s,t,e,m,,,,,,
1211,l,1,,,,,,,,,,
1212,l,2,,,,,,,,,,
1213,f,e,a,t,u,r,e,s,,,,
1214,t,h,e,t,a,,,,,,,
1215,i,n,t,e,r,c,e,p,t,,,
1216,c,o,e,f,f,i,c,i,e,n,t,s
1217,a,c,c,u,r,a,c,y,,,,
1218,a,u,r,o,c,,,,,,,
1219,a,u,p,r,,,,,,,,
1220,s,y,s,t,e,m,,,,,,
1221,l,1,,,,,,,,,,
1222,l,2,,,,,,,,,,
1223,f,e,a,t,u,r,e,s,,,,
1224,t,h,e,t,a,,,,,,,
1225,i,n,t,e,r,c,e,p,t,,,
1226,c,o,e,f,f,i,c,i,e,n,t,s
1227,a,c,c,u,r,a,c,y,,,,
1228,a,u,r,o,c,,,,,,,
1229,a,u,p,r,,,,,,,,
1230,s,y,s,t,e,m,,,,,,
1231,l,1,,,,,,,,,,
1232,l,2,,,,,,,,,,
1233,f,e,a,t,u,r,e,s,,,,
1234,t,h,e,t,a,,,,,,,
1235,i,n,t,e,r,c,e,p,t,,,
1236,c,o,e,f,f,i,c,i,e,n,t,s
1237,a,c,c,u,r,a,c,y,,,,
1238,a,u,r,o,c,,,,,,,
1239,a,u,p,r,,,,,,,,
1240,s,y,s,t,e,m,,,,,,
1241,l,1,,,,,,,,,,
1242,l,2,,,,,,,,,,
1243,f,e,a,t,u,r,e,s,,,,
1244,t,h,e,t,a,,,,,,,
1245,i,n,t,e,r,c,e,p,t,,,
1246,c,o,e,f,f,i,c,i,e,n,t,s
1247,a,c,c,u,r,a,c,y,,,,
1248,a,u,r,o,c,,,,,,,
1249,a,u,p,r,,,,,,,,
1250,s,y,s,t,e,m,,,,,,
1251,l,1,,,,,,,,,,
1252,l,2,,,,,,,,,,
1253,f,e,a,t,u,r,e,s,,,,
1254,t,h,e,t,a,,,,,,,
1255,i,n,t,e,r,c,e,p,t,,,
1256,c,o,e,f,f,i,c,i,e,n,t,s
1257,a,c,c,u,r,a,c,y,,,,
1258,a,u,r,o,c,,,,,,,
1259,a,u,p,r,,,,,,,,
1260,s,y,s,t,e,m,,,,,,
1261,l,1,,,,,,,,,,
1262,l,2,,,,,,,,,,
1263,f,e,a,t,u,r,e,s,,,,
1264,t,h,e,t,a,,,,,,,
1265,i,n,t,e,r,c,e,p,t,,,
1266,c,o,e,f,f,i,c,i,e,n,t,s
1267,a,c,c,u,r,a,c,y,,,,
1268,a,u,r,o,c,,,,,,,
1269,a,u,p,r,,,,,,,,
1270,s,y,s,t,e,m,,,,,,
1271,l,1,,,,,,,,,,
1272,l,2,,,,,,,,,,
1273,f,e,a,t,u,r,e,s,,,,
1274,t,h,e,t,a,,,,,,,
1275,i,n,t,e,r,c,e,p,t,,,
1276,c,o,e,f,f,i,c,i,e,n,t,s
1277,a,c,c,u,r,a,c,y,,,,
1278,a,u,r,o,c,,,,,,,
1279,a,u,p,r,,,,,,,,
1280,s,y,s,t,e,m,,,,,,
1281,l,1,,,,,,,,,,
1282,l,2,,,,,,,,,,
1283,f,e,a,t,u,r,e,s,,,,
1284,t,h,e,t,a,,,,,,,
1285,i,n,t,e,r,c,e,p,t,,,
1286,c,o,e,f,f,i,c,i,e,n,t,s
1287,a,c,c,u,r,a,c,y,,,,
1288,a,u,r,o,c,,,,,,,
1289,a,u,p,r,,,,,,,,
1290,s,y,s,t,e,m,,,,,,
1291,l,1,,,,,,,,,,
1292,l,2,,,,,,,,,,
1293,f,e,a,t,u,r,e,s,,,,
1294,t,h,e,t,a,,,,,,,
1295,i,n,t,e,r,c,e,p,t,,,
1296,c,o,e,f,f,i,c,i,e,n,t,s
1297,a,c,c,u,r,a,c,y,,,,
1298,a,u,r,o,c,,,,,,,
1299,a,u,p,r,,,,,,,,
1300,s,y,s,t,e,m,,,,,,
1301,l,1,,,,,,,,,,
1302,l,2,,,,,,,,,,
1303,f,e,a,t,u,r,e,s,,,,
1304,t,h,e,t,a,,,,,,,
1305,i,n,t,e,r,c,e,p,t,,,
1306,c,o,e,f,f,i,c,i,e,n,t,s
1307,a,c,c,u,r,a,c,y,,,,
1308,a,u,r,o,c,,,,,,,
1309,a,u,p,r,,,,,,,,
1310,s,y,s,t,e,m,,,,,,
1311,l,1,,,,,,,,,,
1312,l,2,,,,,,,,,,
1313,f,e,a,t,u,r,e,s,,,,
1314,t,h,e,t,a,,,,,,,
1315,i,n,t,e,r,c,e,p,t,,,
1316,c,o,e,f,f,i,c,i,e,n,t,s
1317,a,c,c,u,r,a,c,y,,,,
1318,a,u,r,o,c,,,,,,,
1319,a,u,p,r,,,,,,,,
1320,s,y,s,t,e,m,,,,,,
1321,l,1,,,,,,,,,,
1322,l,2,,,,,,,,,,
1323,f,e,a,t,u,r,e,s,,,,
1324,t,h,e,t,a,,,,,,,
1325,i,n,t,e,r,c,e,p,t,,,
1326,c,o,e,f,f,i,c,i,e,n,t,s
1327,a,c,c,u,r,a,c,y,,,,
1328,a,u,r,o,c,,,,,,,
1329,a,u,p,r,,,,,,,,
1330,s,y,s,t,e,m,,,,,,
1331,l,1,,,,,,,,,,
1332,l,2,,,,,,,,,,
1333,f,e,a,t,u,r,e,s,,,,
1334,t,h,e,t,a,,,,,,,
1335,i,n,t,e,r,c,e,p,t,,,
1336,c,o,e,f,f,i,c,i,e,n,t,s
1337,a,c,c,u,r,a,c,y,,,,
1338,a,u,r,o,c,,,,,,,
1339,a,u,p,r,,,,,,,,
1340,s,y,s,t,e,m,,,,,,
1341,l,1,,,,,,,,,,
1342,l,2,,,,,,,,,,
1343,f,e,a,t,u,r,e,s,,,,
1344,t,h,e,t,a,,,,,,,
1345,i,n,t,e,r,c,e,p,t,,,
1346,c,o,e,f,f,i,c,i,e,n,t,s
1347,a,c,c,u,r,a,c,y,,,,
1348,a,u,r,o,c,,,,,,,
1349,a,u,p,r,,,,,,,,
1350,s,y,s,t,e,m,,,,,,
1351,l,1,,,,,,,,,,
1352,l,2,,,,,,,,,,
1353,f,e,a,t,u,r,e,s,,,,
1354,t,h,e,t,a,,,,,,,
1355,i,n,t,e,r,c,e,p,t,,,
1356,c,o,e,f,f,i,c,i,e,n,t,s
1357,a,c,c,u,r,a,c,y,,,,
1358,a,u,r,o,c,,,,,,,
1359,a,u,p,r,,,,,,,,
1360,s,y,s,t,e,m,,,,,,
1361,l,1,,,,,,,,,,
1362,l,2,,,,,,,,,,
1363,f,e,a,t,u,r,e,s,,,,
1364,t,h,e,t,a,,,,,,,
1365,i,n,t,e,r,c,e,p,t,,,
1366,c,o,e,f,f,i,c,i,e,n,t,s
1367,a,c,c,u,r,a,c,y,,,,
1368,a,u,r,o,c,,,,,,,
1369,a,u,p,r,,,,,,,,
