,walk_length,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
333,6,2.0213156,1.4114777,"(31, 30)",1,0,False,0.4111747,0.35209617
334,6,1.8735052,2.0635352,"(33, 32)",1,1,True,0.52413356,0.54736507
335,6,1.4199681,2.5877101,"(34, 33)",1,1,True,0.64568806,0.7627366
336,6,1.5124696,2.461018,"(35, 34)",1,1,True,0.6193597,0.72082317
337,6,1.8201705,2.200917,"(35, 36)",1,1,True,0.54734373,0.59405315
338,6,1.8602101,2.0685077,"(42, 43)",1,1,True,0.52650964,0.5518869
339,6,1.6699997,2.0956914,"(43, 44)",1,1,True,0.5565224,0.60484445
340,6,1.8989329,2.4684446,"(45, 44)",1,1,True,0.5652007,0.6386505
341,6,1.9503293,2.427659,"(46, 45)",1,1,True,0.5545147,0.6171171
342,6,1.6064131,2.1299984,"(46, 47)",1,1,True,0.57006526,0.6279858
343,6,1.358125,1.5220835,"(49, 50)",1,1,True,0.528463,0.540898
344,6,1.5599744,1.9706609,"(50, 51)",1,1,True,0.5581604,0.6012525
345,6,2.1212735,1.820116,"(52, 51)",1,0,False,0.46179554,0.42527455
346,6,2.3487546,1.8140439,"(53, 54)",1,0,False,0.43577507,0.36941886
347,6,2.4851525,2.184597,"(56, 57)",1,0,False,0.46781892,0.4254217
348,6,2.0388563,2.0885322,"(57, 58)",1,1,True,0.50601786,0.5124164
349,6,1.8558815,1.9987481,"(60, 59)",1,1,True,0.51853186,0.535656
350,6,1.8044255,1.9349506,"(60, 61)",1,1,True,0.51745284,0.5325851
351,6,1.1564556,1.9199326,"(65, 64)",1,1,True,0.6240866,0.6821081
352,6,1.9872242,2.2235398,"(68, 69)",1,1,True,0.52806085,0.55880547
353,6,1.682329,2.3661807,"(70, 69)",1,1,True,0.5844572,0.6645978
354,6,1.7583613,2.0334074,"(71, 70)",1,1,True,0.53626883,0.5683313
355,6,2.2456062,2.1607087,"(72, 71)",1,0,False,0.49036637,0.47878838
356,6,1.9357877,2.142878,"(73, 74)",1,1,True,0.52538705,0.5515884
357,6,1.9091315,2.0687053,"(74, 75)",1,1,True,0.5200579,0.539809
358,6,1.3664476,2.2386184,"(76, 75)",1,1,True,0.6209646,0.70519716
359,6,1.2854149,2.2042093,"(76, 77)",1,1,True,0.63164663,0.71479636
360,6,1.8216252,2.5368652,"(77, 78)",1,1,True,0.58205134,0.67155796
361,6,1.890117,2.0950196,"(79, 78)",1,1,True,0.5257083,0.55104715
362,6,1.8127913,2.072083,"(80, 81)",1,1,True,0.533372,0.5644621
363,6,1.734277,2.427719,"(82, 81)",1,1,True,0.58330643,0.66673225
364,6,1.658575,2.0624096,"(83, 82)",1,1,True,0.5542645,0.5996086
365,6,1.4870508,2.4202561,"(83, 84)",1,1,True,0.61941797,0.71772516
366,6,1.6288631,2.6412938,"(85, 84)",1,1,True,0.61854726,0.73349553
367,6,2.134591,2.3581946,"(86, 85)",1,1,True,0.52488476,0.5556691
368,6,1.838312,2.4031436,"(86, 87)",1,1,True,0.56658465,0.6375697
369,6,1.9329906,2.4120083,"(88, 87)",1,1,True,0.5551229,0.6175159
370,6,1.938216,2.1464577,"(88, 89)",1,1,True,0.52549064,0.55187315
371,6,1.6998184,2.3409092,"(92, 91)",1,1,True,0.57932866,0.65500003
372,6,2.2637496,2.4716618,"(92, 93)",1,1,True,0.5219529,0.55179167
373,6,1.5411247,2.4881036,"(94, 93)",1,1,True,0.61751366,0.7205072
374,6,1.6087186,2.015183,"(95, 94)",1,1,True,0.55608106,0.60023975
375,6,2.2698004,2.0382106,"(96, 97)",1,0,False,0.47312102,0.44235995
376,6,1.9169968,2.1571002,"(98, 99)",1,1,True,0.52946705,0.5597391
377,6,1.9660928,2.5708156,"(78, 74)",0,1,False,0.56664485,0.646736
378,6,1.5067389,1.9542805,"(72, 74)",0,1,False,0.5646546,0.61005455
379,6,1.881924,2.0911286,"(91, 8)",0,1,False,0.52632797,0.5521112
380,6,1.9264503,1.8708202,"(5, 98)",0,0,True,0.492675,0.48609608
381,6,1.7812994,2.189574,"(98, 27)",0,1,False,0.5514087,0.6006741
382,6,1.2652087,1.8479766,"(95, 3)",0,1,False,0.5935967,0.641704
383,6,1.6834809,2.188967,"(88, 26)",0,1,False,0.565267,0.62374777
384,6,2.2777193,2.0201387,"(71, 16)",0,0,True,0.47003388,0.43595853
385,6,2.12352,2.0373008,"(36, 71)",0,0,True,0.48963916,0.47845858
386,6,2.0805562,2.1862211,"(99, 36)",0,1,False,0.51238227,0.5263917
387,6,2.0960743,2.1718957,"(58, 15)",0,1,False,0.50888264,0.5189463
388,6,2.2819402,2.0908315,"(73, 12)",0,0,True,0.47814786,0.4523677
389,6,2.250954,2.1121624,"(56, 73)",0,0,True,0.4840949,0.4653577
390,6,2.1200542,1.4990414,"(63, 56)",0,0,True,0.4142033,0.34955114
391,6,1.8848125,2.0459616,"(75, 20)",0,1,False,0.5204984,0.54020023
392,6,1.8879321,1.7301627,"(6, 94)",0,0,True,0.47819716,0.46063927
393,6,2.051627,2.0124657,"(62, 87)",0,0,True,0.49518204,0.49021098
394,6,2.1756046,1.8684022,"(62, 92)",0,0,True,0.4620176,0.4237978
395,6,2.2621505,2.367716,"(45, 92)",0,1,False,0.5114005,0.52636695
396,6,1.9480569,1.7849824,"(45, 48)",0,0,True,0.4781579,0.45932144
397,6,1.7975459,1.0762835,"(67, 10)",0,0,True,0.37451196,0.32711503
398,6,2.22638,1.3022457,"(10, 38)",0,0,True,0.3690518,0.28411624
399,6,2.0987732,1.1352929,"(38, 13)",0,0,True,0.3510419,0.2761819
400,6,2.1152773,2.1923633,"(32, 43)",0,1,False,0.5089476,0.5192619
401,6,1.9731312,2.2161245,"(60, 53)",0,1,False,0.52900195,0.5604512
402,6,2.0391004,2.2813494,"(11, 80)",0,1,False,0.52803516,0.56026787
403,6,1.7220111,2.3590996,"(33, 86)",0,1,False,0.5780533,0.654095
404,6,1.8747928,1.8590553,"(22, 46)",0,0,True,0.49789262,0.49606568
405,6,2.08777,1.5465906,"(59, 30)",0,0,True,0.42554682,0.36791325
406,6,2.0214882,1.9868294,"(31, 69)",0,0,True,0.49567664,0.4913362
407,6,1.9656806,1.9758209,"(39, 2)",0,1,False,0.5012863,0.50253505
408,6,2.0822682,2.094587,"(52, 47)",0,1,False,0.5014746,0.50307965
409,6,1.9750359,1.572368,"(52, 14)",0,0,True,0.44324473,0.4006715
410,6,2.066996,1.4953645,"(49, 14)",0,0,True,0.4197679,0.36086044
411,6,1.5170821,1.4499708,"(51, 49)",0,0,True,0.4886906,0.48322847
412,6,1.8070401,2.046073,"(51, 77)",0,1,False,0.53101814,0.55947536
413,6,2.3571033,1.5491155,"(24, 55)",0,0,True,0.39657673,0.30831945
414,6,1.9443307,1.4030209,"(24, 29)",0,0,True,0.41914356,0.36788294
415,6,2.3077543,1.9242741,"(97, 79)",0,0,True,0.4546931,0.4052878
416,6,2.0658355,2.2343762,"(97, 57)",0,1,False,0.5195968,0.5420357
417,6,1.6063117,2.113466,"(50, 82)",0,1,False,0.56816995,0.6241392
418,6,2.2330573,2.0628278,"(68, 54)",0,0,True,0.4801869,0.45754513
419,6,2.348719,2.042041,"(93, 54)",0,0,True,0.46507692,0.42392585
420,6,1.9945211,2.3416433,"(4, 93)",0,1,False,0.5400264,0.58591956
421,6,1.8212389,2.203405,"(96, 4)",0,1,False,0.5474782,0.59439546
422,6,1.742662,1.586598,"(96, 40)",0,0,True,0.47656175,0.46106303
423,6,1.7386893,2.0360494,"(9, 89)",0,1,False,0.5393882,0.57379705
424,6,2.0220327,2.2735486,"(83, 35)",0,1,False,0.5292761,0.5625496
425,6,1.6095864,1.7070965,"(37, 35)",0,1,False,0.51469994,0.5243583
426,6,2.0024142,1.8169862,"(81, 37)",0,0,True,0.47572547,0.45377538
427,6,1.6122595,2.1553838,"(42, 85)",0,1,False,0.57207745,0.63253886
428,6,1.881937,1.6858546,"(85, 41)",0,0,True,0.47252047,0.45113584
429,6,1.9655954,1.666881,"(41, 23)",0,0,True,0.4588828,0.42587176
430,6,1.9006078,1.9894847,"(44, 61)",0,1,False,0.51142347,0.5222046
431,7,1.847222,2.2113507,"(3, 2)",1,1,True,0.5448592,0.5900395
432,7,1.9965498,2.7301311,"(4, 5)",1,1,True,0.57760006,0.6755907
433,7,2.5229614,2.542057,"(6, 5)",1,1,True,0.50188506,0.5047738
434,7,2.313278,2.2009559,"(7, 6)",1,0,False,0.4875591,0.47194898
435,7,2.061035,2.479104,"(10, 9)",1,1,True,0.5460414,0.6030211
436,7,2.2072868,2.1477973,"(11, 10)",1,0,False,0.4931701,0.485132
437,7,1.2616173,2.1785471,"(13, 12)",1,1,True,0.63326836,0.71441615
438,7,1.2857207,2.3504906,"(13, 14)",1,1,True,0.646412,0.7436011
439,7,1.5384059,2.0937285,"(17, 16)",1,1,True,0.57644576,0.6353696
440,7,2.1943717,2.2937813,"(21, 20)",1,1,True,0.51107466,0.52483195
441,7,1.5050344,2.2182596,"(21, 22)",1,1,True,0.59577876,0.6711134
442,7,1.6567072,2.1074514,"(24, 25)",1,1,True,0.55987316,0.61081624
443,7,2.3973835,2.4136252,"(25, 26)",1,1,True,0.501688,0.5040604
444,7,1.746797,2.1754923,"(28, 27)",1,1,True,0.55464864,0.60556203
445,7,1.294367,2.7131138,"(29, 28)",1,1,True,0.6770123,0.8051419
446,7,1.7499417,2.2709363,"(29, 30)",1,1,True,0.5647862,0.62738025
447,7,2.2933958,1.9024587,"(36, 37)",1,0,False,0.45341387,0.4034917
448,7,2.1340528,2.5304713,"(38, 37)",1,1,True,0.5424929,0.5978269
449,7,2.381398,2.1541033,"(40, 39)",1,0,False,0.47494274,0.4434197
450,7,2.1754975,2.169686,"(42, 43)",1,0,False,0.4993313,0.49854714
451,7,1.9405545,2.0735202,"(43, 44)",1,1,True,0.5165624,0.5331926
452,7,1.8996305,2.5644681,"(45, 44)",1,1,True,0.574465,0.66034627
453,7,1.4023976,2.322453,"(46, 47)",1,1,True,0.6235024,0.7150534
454,7,1.251031,2.2384546,"(47, 48)",1,1,True,0.6414856,0.72857875
455,7,1.7543284,2.1303968,"(49, 48)",1,1,True,0.54840344,0.5929245
456,7,1.9193618,2.2146719,"(50, 51)",1,1,True,0.53571695,0.57329565
457,7,1.7148314,1.9408791,"(52, 51)",1,1,True,0.53091705,0.5562725
458,7,1.9397876,2.1544983,"(53, 54)",1,1,True,0.52622074,0.5534724
459,7,1.9509262,2.5203276,"(54, 55)",1,1,True,0.56367356,0.638625
460,7,1.8782738,2.3106122,"(56, 57)",1,1,True,0.5516054,0.6064319
461,7,1.7992733,2.8441193,"(57, 58)",1,1,True,0.6125089,0.739784
462,7,2.23223,2.1120148,"(58, 59)",1,0,False,0.48616385,0.46998236
463,7,2.2913642,1.7235594,"(60, 61)",1,0,False,0.4292882,0.36174354
464,7,2.6071682,2.4065826,"(62, 63)",1,0,False,0.47999644,0.45002106
465,7,2.3993049,2.2178981,"(64, 63)",1,0,False,0.48035535,0.45477226
466,7,1.9172815,2.225387,"(66, 67)",1,1,True,0.53718686,0.5764228
467,7,1.5813426,2.4521894,"(68, 67)",1,1,True,0.6079509,0.7049219
468,7,2.1686845,2.1939445,"(71, 70)",1,1,True,0.50289506,0.5063147
469,7,1.4608628,2.280435,"(73, 74)",1,1,True,0.6095305,0.69414556
470,7,2.1683466,2.4943116,"(74, 75)",1,1,True,0.53495485,0.5807772
471,7,2.0037315,2.0505328,"(76, 77)",1,1,True,0.5057719,0.5116982
472,7,2.2334714,2.2707384,"(79, 78)",1,1,True,0.5041369,0.50931567
473,7,1.812539,2.5365798,"(80, 79)",1,1,True,0.58324,0.67349625
474,7,1.7741101,2.1748717,"(80, 81)",1,1,True,0.5507424,0.59887064
475,7,1.9714472,2.5559628,"(82, 81)",1,1,True,0.56455296,0.64210576
476,7,1.3583221,2.4316435,"(83, 82)",1,1,True,0.6416004,0.74522805
477,7,1.7476726,2.4330132,"(83, 84)",1,1,True,0.5819651,0.6649296
478,7,2.2378871,2.542899,"(85, 84)",1,1,True,0.53189975,0.57566726
479,7,2.0534184,1.9717075,"(90, 89)",1,0,False,0.4898499,0.47958362
480,7,1.7933546,2.1719425,"(92, 91)",1,1,True,0.5477376,0.59353244
481,7,1.6830571,2.6365404,"(92, 93)",1,1,True,0.6103672,0.72181517
482,7,2.1685536,2.3290462,"(95, 94)",1,1,True,0.51784205,0.5400373
483,7,2.210489,2.3964791,"(95, 96)",1,1,True,0.5201857,0.54636395
484,7,2.0686219,2.185385,"(98, 97)",1,1,True,0.5137239,0.5291577
485,7,2.3320332,2.5328708,"(78, 74)",0,1,False,0.5206415,0.5500413
486,7,2.31975,2.2618918,"(61, 78)",0,0,True,0.49368584,0.48553947
487,7,2.3512244,1.8546038,"(72, 74)",0,0,True,0.4409604,0.37833515
488,7,2.7522476,1.7884802,"(66, 72)",0,0,True,0.39387524,0.27612454
489,7,2.1996424,2.32315,"(66, 91)",0,1,False,0.51365393,0.5308377
490,7,2.2971623,1.835435,"(91, 8)",0,0,True,0.44413596,0.38657612
491,7,2.0004768,2.1505303,"(5, 98)",0,1,False,0.51807433,0.5374431
492,7,1.8280352,2.2378173,"(95, 26)",0,1,False,0.5503931,0.6010356
493,7,2.092534,2.2365432,"(71, 16)",0,1,False,0.5166328,0.5359402
494,7,2.2700357,2.0839942,"(36, 71)",0,0,True,0.47863567,0.45362327
495,7,2.676937,1.8493224,"(99, 36)",0,0,True,0.4085763,0.30414963
496,7,2.6302469,1.0311517,"(99, 19)",0,0,True,0.2816278,0.16810812
497,7,2.5185738,1.9281375,"(58, 19)",0,0,True,0.43360978,0.35653475
498,7,2.1855214,1.7876912,"(58, 15)",0,0,True,0.44993594,0.40183377
499,7,1.734698,1.6741799,"(15, 12)",0,0,True,0.4911234,0.48487508
500,7,2.1089895,2.3741102,"(63, 56)",0,1,False,0.5295689,0.56589466
501,7,2.8272467,2.4932163,"(63, 20)",0,0,True,0.4686089,0.4172603
502,7,2.286386,2.115217,"(75, 20)",0,0,True,0.48055604,0.4573119
503,7,1.8729732,2.604045,"(6, 94)",0,1,False,0.58164716,0.6750404
504,7,2.186055,2.3362882,"(6, 76)",0,1,False,0.51661015,0.5374878
505,7,2.1476243,2.122288,"(25, 87)",0,0,True,0.49703315,0.49366626
506,7,2.061218,1.7929916,"(62, 87)",0,0,True,0.46520343,0.43334258
507,7,2.0551977,2.463501,"(10, 38)",0,1,False,0.5451793,0.60068095
508,7,2.237084,1.8312473,"(60, 43)",0,0,True,0.45012248,0.39991087
509,7,2.5413115,2.108705,"(60, 53)",0,0,True,0.45348337,0.3935041
510,7,2.0173988,2.12623,"(11, 28)",0,1,False,0.5131324,0.52718097
511,7,2.2362444,1.311593,"(86, 0)",0,0,True,0.369688,0.28401113
512,7,2.1905081,1.7059159,"(64, 0)",0,0,True,0.4378158,0.38116837
513,7,1.8026594,1.8004445,"(30, 34)",0,0,True,0.49969262,0.49944627
514,7,2.1585886,1.54818,"(59, 69)",0,0,True,0.41766295,0.351966
515,7,2.099526,1.6472086,"(31, 39)",0,0,True,0.43963844,0.38880995
516,7,2.220062,2.0374663,"(39, 2)",0,0,True,0.47855616,0.45447746
517,7,2.1670463,1.8428942,"(2, 90)",0,0,True,0.4595814,0.41966417
518,7,1.968977,1.6139321,"(49, 14)",0,0,True,0.450453,0.41215962
519,7,1.9884708,2.3378637,"(51, 49)",0,1,False,0.54037976,0.58647037
520,7,2.2769878,2.278679,"(51, 77)",0,1,False,0.5001856,0.5004228
521,7,2.5282195,1.9308529,"(55, 77)",0,0,True,0.43301675,0.35494643
522,7,2.2855067,2.1969824,"(97, 79)",0,0,True,0.49012554,0.4778834
523,7,2.450755,2.027239,"(1, 84)",0,0,True,0.45271143,0.39567575
524,7,2.0104167,2.0707722,"(84, 50)",0,1,False,0.5073944,0.5150843
525,7,1.7819055,2.431158,"(68, 54)",0,1,False,0.5770523,0.656842
526,7,2.0127993,1.8731447,"(4, 93)",0,0,True,0.48203084,0.465143
527,7,2.1793475,1.9873903,"(96, 40)",0,0,True,0.47696552,0.4521575
528,7,1.9625416,2.3763845,"(9, 89)",0,1,False,0.54768956,0.602009
529,7,2.2914598,2.5815644,"(81, 37)",0,1,False,0.5297664,0.5720217
530,7,2.7828684,2.340795,"(42, 81)",0,0,True,0.45685965,0.39124703
531,7,2.3515332,1.9537791,"(42, 85)",0,0,True,0.45380658,0.40185207
532,7,2.2231896,1.913349,"(23, 7)",0,0,True,0.46254832,0.42315367
533,7,2.3800747,2.1902843,"(7, 21)",0,0,True,0.4792368,0.45269424
534,7,2.289314,2.1737642,"(21, 44)",0,0,True,0.48705494,0.47114465
535,8,2.7375135,2.4249487,"(0, 1)",1,0,False,0.46972716,0.42248887
536,8,2.613524,2.492334,"(99, 0)",0,0,True,0.48813224,0.4697395
537,8,2.210834,2.2277536,"(3, 4)",1,1,True,0.501906,0.5042298
538,8,2.2443311,2.6389358,"(4, 5)",1,1,True,0.5404037,0.5973907
539,8,2.5146098,2.095167,"(6, 5)",1,0,False,0.4545051,0.39665008
540,8,2.5712183,2.5317864,"(9, 8)",1,0,False,0.49613643,0.49014336
541,8,2.2161956,2.216443,"(10, 9)",1,1,True,0.5000279,0.50006187
542,8,2.1651914,1.9437265,"(11, 12)",1,0,False,0.4730507,0.44485897
543,8,2.312689,2.3083625,"(17, 16)",1,0,False,0.49953187,0.49891835
544,8,2.272503,2.6706152,"(20, 19)",1,1,True,0.5402694,0.598234
545,8,1.8904024,2.0800705,"(21, 22)",1,1,True,0.52388483,0.5472754
546,8,2.2192364,2.3536327,"(23, 24)",1,1,True,0.514695,0.53354865
547,8,1.8059951,2.5918286,"(24, 25)",1,1,True,0.5893435,0.686936
548,8,2.5599554,1.9289736,"(28, 27)",1,0,False,0.42971802,0.34728795
549,8,1.538207,2.1983144,"(29, 30)",1,1,True,0.5883318,0.65928453
550,8,1.6247458,2.2852871,"(31, 30)",1,1,True,0.5844675,0.659382
551,8,2.3368063,2.0734324,"(33, 32)",1,0,False,0.47014064,0.43453452
552,8,1.9688103,2.2110693,"(35, 36)",1,1,True,0.5289792,0.56027025
553,8,2.420124,2.0053852,"(36, 37)",1,0,False,0.45314226,0.39777637
554,8,2.6313126,2.2509415,"(38, 39)",1,0,False,0.46104556,0.40603745
555,8,2.5523274,2.2047534,"(41, 40)",1,0,False,0.46346772,0.41397083
556,8,2.6350954,2.2677689,"(41, 42)",1,0,False,0.4625396,0.40918717
557,8,2.114141,2.3635814,"(42, 43)",1,1,True,0.5278535,0.5620388
558,8,2.4931338,2.3331451,"(43, 44)",1,0,False,0.48342526,0.46008793
559,8,1.2824799,2.5095694,"(46, 47)",1,1,True,0.66179764,0.77330875
560,8,1.3741829,2.575187,"(47, 48)",1,1,True,0.6520501,0.7687034
561,8,1.6293024,2.1969311,"(49, 50)",1,1,True,0.5741759,0.6382159
562,8,2.0230157,2.2040694,"(52, 51)",1,1,True,0.5214159,0.54514015
563,8,1.8995993,2.3100705,"(54, 55)",1,1,True,0.5487534,0.6012008
564,8,2.3364086,2.619833,"(55, 56)",1,1,True,0.52859265,0.5703856
565,8,2.5473793,2.5016162,"(56, 57)",1,0,False,0.49546808,0.4885612
566,8,2.2961502,2.1453393,"(58, 59)",1,0,False,0.48302248,0.46236855
567,8,2.2655218,2.1854641,"(62, 61)",1,0,False,0.49100676,0.4799963
568,8,1.7936529,2.430732,"(68, 67)",1,1,True,0.57540494,0.65409285
569,8,1.638943,2.5161061,"(68, 69)",1,1,True,0.6055539,0.706234
570,8,2.057938,2.1995971,"(72, 73)",1,1,True,0.51663625,0.5353556
571,8,1.938299,2.4722688,"(76, 77)",1,1,True,0.56053305,0.6304085
572,8,1.9711637,2.657152,"(77, 78)",1,1,True,0.5741077,0.6650739
573,8,2.1250722,2.6207097,"(79, 78)",1,1,True,0.55221874,0.62143356
574,8,1.9344002,2.218033,"(85, 84)",1,1,True,0.5341526,0.57043666
575,8,1.9805616,2.3476677,"(86, 85)",1,1,True,0.54240835,0.5907595
576,8,2.3386798,2.1170943,"(88, 89)",1,0,False,0.47513503,0.4448292
577,8,1.6459299,2.4033136,"(91, 90)",1,1,True,0.5935216,0.6807855
578,8,1.7404172,2.563432,"(92, 91)",1,1,True,0.5956138,0.6948759
579,8,2.2973707,2.643879,"(94, 93)",1,1,True,0.53506285,0.58577055
580,8,1.7545556,2.0895617,"(95, 96)",1,1,True,0.5435739,0.58297694
581,8,2.4940004,2.3973205,"(98, 99)",1,0,False,0.4901172,0.47584885
582,8,2.348418,1.7459985,"(70, 8)",0,0,True,0.426434,0.3537903
583,8,2.4586885,2.6931016,"(5, 98)",0,1,False,0.5227506,0.55833644
584,8,2.6097395,2.0699387,"(3, 27)",0,0,True,0.442325,0.3682339
585,8,2.1223211,1.6177725,"(18, 88)",0,0,True,0.43254864,0.37647232
586,8,2.5186553,1.8741463,"(71, 16)",0,0,True,0.42664033,0.34422797
587,8,2.66835,2.1075168,"(36, 71)",0,0,True,0.44128466,0.36335465
588,8,2.4101095,2.4652956,"(99, 36)",0,1,False,0.50565964,0.513793
589,8,2.665881,2.1367345,"(99, 19)",0,0,True,0.44491062,0.37071595
590,8,2.66316,1.7868221,"(58, 15)",0,0,True,0.40153468,0.2939372
591,8,2.468536,2.2552884,"(73, 12)",0,0,True,0.47742847,0.44688925
592,8,2.613785,2.407683,"(56, 73)",0,0,True,0.47947788,0.44865608
593,8,2.6256695,1.8863077,"(75, 20)",0,0,True,0.4180668,0.32314375
594,8,2.542085,1.8594909,"(94, 75)",0,0,True,0.4224603,0.33568257
595,8,2.491275,2.055682,"(6, 94)",0,0,True,0.45210057,0.39279154
596,8,2.3384843,2.1243453,"(6, 76)",0,0,True,0.47600862,0.4466689
597,8,2.4007638,1.7903736,"(25, 65)",0,0,True,0.42718086,0.3519702
598,8,2.8489501,2.1895492,"(25, 87)",0,0,True,0.4345638,0.34087422
599,8,2.6082275,1.7069025,"(62, 87)",0,0,True,0.39556226,0.2887783
600,8,2.262493,1.9488902,"(62, 92)",0,0,True,0.46276724,0.4222356
601,8,2.3075848,2.127341,"(67, 10)",0,0,True,0.47967908,0.45506066
602,8,2.235919,1.7980968,"(38, 13)",0,0,True,0.4457337,0.39226002
603,8,2.0482287,2.7471921,"(32, 43)",0,1,False,0.57287824,0.6679579
604,8,2.0111363,1.8156368,"(80, 53)",0,0,True,0.47445637,0.45128015
605,8,2.1214042,2.1131706,"(11, 28)",0,0,True,0.49902782,0.4979416
606,8,2.2667565,2.2042663,"(28, 33)",0,0,True,0.49301162,0.4843825
607,8,2.326718,2.2609248,"(86, 0)",0,0,True,0.4928293,0.4835576
608,8,2.7630172,2.0828156,"(64, 0)",0,0,True,0.42981583,0.33621636
609,8,2.5827088,2.0740044,"(64, 22)",0,0,True,0.44537947,0.37549725
610,8,2.4850967,1.9888798,"(34, 46)",0,0,True,0.4445441,0.37843013
611,8,2.0849426,1.829698,"(59, 69)",0,0,True,0.4673987,0.4365331
612,8,2.510004,2.0763044,"(31, 39)",0,0,True,0.45271802,0.39324322
613,8,2.3829143,1.9405589,"(39, 2)",0,0,True,0.44884259,0.39117986
614,8,2.253453,1.4495919,"(52, 14)",0,0,True,0.39145944,0.30920017
615,8,2.323054,1.3613644,"(49, 14)",0,0,True,0.36949235,0.27654004
616,8,1.9750663,1.9587128,"(51, 77)",0,0,True,0.49792144,0.49591175
617,8,2.409735,2.7038784,"(55, 77)",0,1,False,0.52876085,0.5730102
618,8,2.3761015,1.8660094,"(97, 79)",0,0,True,0.43987757,0.37517193
619,8,2.7816787,2.18798,"(97, 57)",0,0,True,0.44026765,0.35578665
620,8,2.4660356,2.028196,"(1, 57)",0,0,True,0.4512887,0.3922559
621,8,2.8070865,2.4726408,"(1, 84)",0,0,True,0.46832734,0.4171593
622,8,2.180995,2.2899399,"(4, 93)",0,1,False,0.51218367,0.5272093
623,8,2.3686187,2.6362321,"(96, 4)",0,1,False,0.52673537,0.56650686
624,8,2.1857808,1.9186177,"(96, 40)",0,0,True,0.46745405,0.4336037
625,8,2.26544,2.5708194,"(9, 17)",0,1,False,0.53157187,0.57575697
626,8,2.1369479,1.8684136,"(83, 89)",0,0,True,0.46647817,0.43326694
627,8,2.6744306,1.6798288,"(81, 37)",0,0,True,0.38578975,0.2700041
628,8,2.7034283,1.9120235,"(42, 81)",0,0,True,0.41426572,0.31186715
629,8,2.5620728,2.553975,"(85, 41)",0,0,True,0.4992086,0.4979756
630,8,2.3943107,2.352243,"(41, 23)",0,0,True,0.4955686,0.4894846
631,8,2.436508,2.247336,"(7, 21)",0,0,True,0.4798059,0.45284754
632,8,2.1384397,1.9030733,"(44, 61)",0,0,True,0.4708814,0.44142857
633,9,1.9305362,2.6974525,"(0, 1)",1,1,True,0.58285636,0.68285346
634,9,2.4637237,2.8528857,"(2, 1)",1,1,True,0.53659874,0.596081
635,9,1.758467,2.2996783,"(6, 5)",1,1,True,0.5666821,0.6320942
636,9,2.0457983,3.0345056,"(7, 6)",1,1,True,0.5973079,0.72883254
637,9,2.2039568,2.6959813,"(8, 7)",1,1,True,0.5502072,0.62058324
638,9,2.019157,2.8754208,"(9, 8)",1,1,True,0.58747065,0.7018795
639,9,2.0474463,2.5643516,"(10, 9)",1,1,True,0.55604166,0.62642384
640,9,2.5129228,2.7075863,"(11, 10)",1,1,True,0.5186441,0.5485128
641,9,2.2323437,2.6696186,"(11, 12)",1,1,True,0.54460204,0.6076095
642,9,2.4538772,2.3656578,"(13, 14)",1,0,False,0.49084774,0.47795945
643,9,2.7825134,2.6271403,"(16, 15)",1,0,False,0.48563927,0.4612347
644,9,2.1531465,2.9830184,"(17, 16)",1,1,True,0.5807871,0.6963278
645,9,2.0185602,2.1218517,"(20, 19)",1,1,True,0.5124736,0.5258
646,9,2.0502765,2.762902,"(21, 20)",1,1,True,0.5740286,0.67098105
647,9,2.3272846,2.7266338,"(21, 22)",1,1,True,0.5395089,0.59853125
648,9,2.11638,2.6507323,"(22, 23)",1,1,True,0.55604565,0.63049763
649,9,1.4723465,1.7718449,"(27, 26)",1,1,True,0.54615915,0.5743199
650,9,2.3023446,2.7509584,"(29, 30)",1,1,True,0.5443882,0.6103096
651,9,2.195685,2.3344488,"(31, 30)",1,1,True,0.51531565,0.5346354
652,9,2.1659813,2.795487,"(35, 34)",1,1,True,0.5634395,0.65237737
653,9,2.04484,2.3794427,"(35, 36)",1,1,True,0.5378143,0.5828788
654,9,2.1151257,2.8107538,"(41, 40)",1,1,True,0.57060957,0.66721773
655,9,1.8492557,2.1516373,"(41, 42)",1,1,True,0.5377893,0.5750246
656,9,2.200489,2.6437783,"(43, 44)",1,1,True,0.545754,0.60904247
657,9,2.5071917,2.9927816,"(45, 44)",1,1,True,0.54414475,0.61906695
658,9,2.6985648,2.8505268,"(46, 45)",1,1,True,0.5136925,0.53791755
659,9,2.201556,3.0503492,"(46, 47)",1,1,True,0.58080816,0.7003139
660,9,1.7014338,2.9617934,"(47, 48)",1,1,True,0.63513815,0.77908796
661,9,1.7386917,3.2931614,"(49, 48)",1,1,True,0.654463,0.82555836
662,9,2.3055754,2.002338,"(49, 50)",1,0,False,0.4648046,0.42476627
663,9,2.4174218,2.6800067,"(53, 52)",1,1,True,0.5257566,0.56527156
664,9,2.669756,3.137016,"(53, 54)",1,1,True,0.5402341,0.61473507
665,9,2.1627352,2.9839127,"(54, 55)",1,1,True,0.5797779,0.69448626
666,9,2.1138225,2.8360164,"(55, 56)",1,1,True,0.57295126,0.67309
667,9,2.5742059,2.9693692,"(57, 58)",1,1,True,0.53564155,0.597525
668,9,2.069149,2.6355512,"(58, 59)",1,1,True,0.5601953,0.6379326
